memory_layout,traversal,median_ms,gib_per_second,gflops,checksum,max_abs_error
BNHD,BHND,1.44025,10.84881097,5.82441104,-0.804022461,0
BNHD,HBND,4.205542,3.715335621,1.994655623,-0.804022461,0
BNHD,BNHD,1.149,13.59878155,7.300790252,-0.804022461,0
