memory_layout,traversal,median_ms,gib_per_second,gflops,checksum,max_abs_error
BNHD,BHND,1.593667,9.804432168,5.26371444,-0.8040231329,0
BNHD,HBND,3.864,4.04373706,2.170964803,-0.8040231329,0
BNHD,BNHD,1.174667,13.30164208,7.141264716,-0.8040231329,0
