memory_layout,traversal,median_ms,gib_per_second,gflops,checksum,max_abs_error
BNHD,BHND,45.012138,5.554057441,2.981811884,-2.508999636,0
BNHD,HBND,74.497268,3.35582776,1.80164631,-2.508999636,0
BNHD,BNHD,38.712781,6.457815573,3.467013336,-2.508999636,0
