memory_layout,traversal,median_ms,gib_per_second,gflops,checksum,max_abs_error
BNHD,BHND,44.654187,5.598579143,3.005714291,-2.508999504,0
BNHD,HBND,74.010602,3.377894427,1.813493261,-2.508999504,0
BNHD,BNHD,38.764349,6.449224776,3.462401187,-2.508999504,0
